Skupina,Podskupina,Kategorie_vyrobku,Zdroj,Included,HS_ID,Produkt_HS6,Produkt_HS4,Produkt_HS2,OEC ID,EU_Import_2022,CZ_Import_2022,Komplexita_vyrobku_2022,Svet_export_2022,Svet_export_2021,EU_export_2021,EU_export_2022,EU_svetovy_podil_2021,EU_svetovy_podil_2022,CZ_svetovy_podil_2021,CZ_svetovy_podil_2022,CZ_EU_podil_2021,CZ_EU_podil_2022,CZ_export_2021,CZ_export_2022,Pribuznost_CZ_2022,Vyhoda_CZ_2022,Koncentrace_trhu_2021,Koncentrace_trhu_2022,CAGR_2022_30_ANALYSIS,IS_REALCAGR,CAGR_2022_30_FORECAST,Svet_2023_export,Svet_2024_export,Svet_2025_export,Svet_2026_export,Svet_2027_export,Svet_2028_export,Svet_2029_export,Svet_2030_export,CZ_2023_export,CZ_2024_export,CZ_2025_export,CZ_2026_export,CZ_2027_export,CZ_2028_export,CZ_2029_export,CZ_2030_export,CZ_Total_Export_25_30,EU_2023_export,EU_2024_export,Eu_2025_export,EU_2026_export,EU_2027_export,EU_2028_export,EU_2029_export,EU_2030_export,EU_Total_Export_25_30
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,380210,Activated carbon,Activated Carbon,Chemical products n.e.s.,6380210,866828230,12141816,-0.058094513,2628498579,2220359639,414273914,485446897,0.186580,0.184686,0.000511,0.000328,0.002738,0.001774,1134366,861387,0.240412072,0.032765271,0.071152249,0.109432789,,N,0.0400,2733638522.1600,2842984063.0464,2956703425.5683,3074971562.5910,3197970425.0946,3325889242.0984,3458924811.7824,3597281804.2536,1146219.5115,1192068.2919,1239751.0236,1289341.0645,1340914.7071,1394551.2954,1450333.3472,1508346.6811,8223238.1189,507453039.4335,527751161.0108,548861207.4513,570815655.7493,593648281.9793,617394213.2585,642089981.7888,667773581.0604,3640582921.2876
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,283510,Phosphites and phosphotes,Phosphites (hypophosphites) and phosphotes (phosphites),Inorganic chemicals,6283510,141543044,155071,,365414541,288713842,29607011,39897060,0.102548,0.109183,0.000812,0.000305,0.007917,0.002797,234410,111594,0.24228882,0.030533614,0.357226216,0.57964202,,N,0.0400,380031122.6400,395232367.5456,411041662.2474,427483328.7373,444582661.8868,462365968.3623,480860607.0968,500095031.3806,212304.6411,220796.8268,229628.6999,238813.8479,248366.4018,258301.0578,268633.1002,279378.4242,1523121.5317,40232176.4062,41841463.4625,43515122.0010,45255726.8810,47065955.9563,48948594.1945,50906537.9623,52942799.4808,288634736.4759
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,281610,Magnesium hydroxide and peroxide,Magnesium Hydroxide and Peroxide,Inorganic chemicals,6281610,102262456,1016091,,254248306,213690135,77619769,94059744,0.363235,0.369952,0.000247,0.000205,0.000681,0.000554,52841,52084,0.298765378,0.020481863,0.068429728,0.098271606,,N,0.0400,264418238.2400,274994967.7696,285994766.4804,297434557.1396,309331939.4252,321705217.0022,334573425.6823,347956362.7096,59776.1675,62167.2142,64653.9027,67240.0589,69929.6612,72726.8477,75635.9216,78661.3584,428847.7505,96934066.5650,100811429.2276,104843886.3967,109037641.8525,113399147.5266,117935113.4277,122652517.9648,127558618.6834,695426925.8518
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,281830,Aluminium hydroxide,Aluminium Oxide,Inorganic chemicals,6281830,716827881,6554156,0.084258516,1917372987,1658746389,760314475,838098498,0.458367,0.437108,0.000030,0.000168,0.000066,0.000385,50432,322918,0.291552658,0.016838711,0.070740613,0.092536888,,N,0.0400,1994067906.4800,2073830622.7392,2156783847.6488,2243055201.5547,2332777409.6169,2426088506.0016,2523132046.2417,2624057328.0913,198230.8646,206160.0992,214406.5032,222982.7633,231902.0738,241178.1568,250825.2831,260858.2944,1422153.0745,892818602.2115,928531346.3000,965672600.1520,1004299504.1581,1044471484.3244,1086250343.6974,1129700357.4453,1174888371.7431,6405282661.5203
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,282090,Manganese oxides other than manganese dioxide,Manganese Oxides,Inorganic chemicals,6282090,61187042,424849,,243838814,216293937,48751575,48344845,0.225395,0.198266,0.000352,0.000125,0.001563,0.000631,76209,30501,0.247575934,0.012506461,0.06982027,0.090624465,,N,0.0400,253592366.5600,263736061.2224,274285503.6713,285256923.8181,296667200.7709,308533888.8017,320875244.3538,333710254.1279,60535.8838,62957.3192,65475.6120,68094.6364,70818.4219,73651.1588,76597.2051,79661.0933,434298.1275,53718546.9300,55867288.8072,58101980.3595,60426059.5739,62843101.9569,65356826.0351,67971099.0765,70689943.0396,385389010.0415
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,283526,Calcium phosphates except hydrogen-orthophosphate,Phosphites (hypophosphites) and phosphotes (phosphites),Inorganic chemicals,6283526,793646718,15522264,-0.127765196,1985670874,1494465025,533018388,668652147,0.356662,0.336739,0.000232,0.000101,0.000652,0.000299,347310,200146,0.30349362,0.010077733,0.040311589,0.078613487,,N,0.0400,2065097708.9600,2147701617.3184,2233609682.0111,2322954069.2916,2415872232.0632,2512507121.3458,2613007406.1996,2717527702.4476,344037.7369,357799.2463,372111.2162,386995.6648,402475.4914,418574.5111,435317.4915,452730.1912,2468204.5663,715969712.7667,744608501.2774,774392841.3285,805368554.9816,837583297.1809,871086629.0681,905930094.2308,942167298.0001,5136528714.7901
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,283525,Calcium hydrogen-orthophosphate,Phosphites (hypophosphites) and phosphotes (phosphites),Inorganic chemicals,6283525,137602662,1242742,-0.275562529,654365976,504946428,108559441,150303387,0.214992,0.229693,0.000110,0.000090,0.000511,0.000391,55526,58791,0.274206534,0.008982833,0.132087966,0.171549201,,N,0.0400,680540615.0400,707762239.6416,736072729.2273,765515638.3964,796136263.9322,827981714.4895,861100983.0691,895545022.3918,67988.8519,70708.4060,73536.7423,76478.2119,79537.3404,82718.8340,86027.5874,89468.6909,487767.4070,151313154.2182,157365680.3869,163660307.6024,170206719.9065,177014988.7027,184095588.2509,191459411.7809,199117788.2521,1085554804.4955
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,580190,"Woven pile, chenille fabric of yarn nes, except terry",Woven Fabrics,Special woven fabrics and tapestries,11580190,14880185,220158,,91868492,102408331,16760491,17303231,0.163663,0.188348,0.000350,0.000063,0.002136,0.000337,35805,5823,0.262322118,0.006337287,0.363528684,0.254108387,,N,0.0400,95543231.6800,99364960.9472,103339559.3851,107473141.7605,111772067.4309,116242950.1281,120892668.1333,125728374.8586,19730.3385,20519.5520,21340.3341,22193.9475,23081.7054,24004.9736,24965.1725,25963.7794,141549.9125,16816143.0275,17488788.7486,18188340.2985,18915873.9105,19672508.8669,20459409.2216,21277785.5904,22128897.0141,120642814.9020
1. Adaptation,1a. Water supply,Water supply,LSE Navigator,OUT,285100,"Inorganic compounds,liquid/compressed air,amalgams ne",Inorganic Compounds,Inorganic chemicals,6285100,188382163,3559896,1.463520629,1131390199,1350377118,165657637,182537853,0.122675,0.161339,0.003572,0.004017,0.029114,0.024897,4823017,4544698,0.271264619,0.401620442,0.22902717,0.133257925,,N,0.0400,1176645806.9600,1223711639.2384,1272660104.8079,1323566509.0003,1376509169.3603,1431569536.1347,1488832317.5801,1548385610.2833,4464501.4360,4643081.4934,4828804.7532,5021956.9433,5222835.2210,5431748.6299,5649018.5751,5874979.3181,32029343.4404,167092249.7894,173775939.7809,180726977.3722,187956056.4671,195474298.7257,203293270.6748,211425001.5018,219882001.5618,1198757606.3034
1. Adaptation,1a. Water supply,Water supply,LSE Navigator,OUT,220110,Mineral and aerated waters not sweetened or flavoured,Water,"Beverages, spirits, & vinegar",4220110,985270527,20912666,-0.432162328,3024069902,2852135147,2001740599,2065710920,0.701839,0.683090,0.004236,0.003910,0.006036,0.005724,12082335,11823732,0.321287634,0.390918249,0.129435115,0.137942136,,N,0.0400,3145032698.0800,3270834006.0032,3401667366.2433,3537734060.8931,3679243423.3288,3826413160.2619,3979469686.6724,4138648474.1393,12809900.6092,13322296.6336,13855188.4989,14409396.0389,14985771.8805,15585202.7557,16208610.8659,16856955.3005,91901125.3404,2177823487.2932,2264936426.7849,2355533883.8563,2449755239.2105,2547745448.7790,2649655266.7301,2755641477.3993,2865867136.4953,15624198452.4705
1. Adaptation,1a. Water supply,Water supply,LSE Navigator,OUT,280110,Chlorine,Halogens,Inorganic chemicals,6280110,35278620,1045509,,309691792,217447010,49083573,49353133,0.225727,0.159362,0.003385,0.002393,0.014998,0.015018,736144,741198,0.289144533,0.239291756,0.053103611,0.18719557,,N,0.0400,322079463.6800,334962642.2272,348361147.9163,362295593.8329,376787417.5863,391858914.2897,407533270.8613,423834601.6957,930606.0479,967830.2898,1006543.5014,1046805.2414,1088677.4511,1132224.5491,1177513.5311,1224614.0723,6676378.3463,62014579.3693,64495162.5441,67074969.0458,69757967.8077,72548286.5200,75450217.9808,78468226.7000,81606955.7680,444906623.8222
1. Adaptation,1a. Water supply,Water supply,LSE Navigator,OUT,391400,Ion exchangers based on polymers,Polymer Ion-Exchangers,Plastics & articles thereof,7391400,718729030,4796078,1.629802241,2373193430,2306731053,1203386443,1200547158,0.521685,0.505878,0.000349,0.000222,0.000670,0.000440,805831,527739,0.278791393,0.022233572,0.09730571,0.110960723,,N,0.0400,2468121167.2000,2566846013.8880,2669519854.4435,2776300648.6213,2887352674.5661,3002846781.5488,3122960652.8107,3247879078.9231,705529.7064,733750.8946,763100.9304,793624.9676,825369.9663,858384.7650,892720.1556,928428.9618,5061629.7468,1268075125.4094,1318798130.4257,1371550055.6428,1426412057.8685,1483468540.1832,1542807281.7906,1604519573.0622,1668700355.9847,9097457864.5318
02. Green energy,02a. Green energy production,Wind energy,"""Comparative advantages of China’s wind energy products: a Belt‑and‑Road perspective"", Zhihui Leng et al, 2018; https://www.researchgate.net/publication/340271956_Comparative_advantages_of_China's_wind_energy_products_a_Belt-and-Road_perspective_Belt_and_Road_Initiative_Wind_energy_Comparative_advantage_Constant_market_share_CMS_model_Revealed_comparative_advan",IN,848240,"Bearings, needle roller",Ball Bearings,"Machinery, mechanical appliances, & parts",16848240,503431051,18683543,1.638143615,1424963963,1415215986,555449497,609101280,0.392484,0.427450,0.013342,0.017971,0.033995,0.042042,18882428,25607645,0.349377606,1.796755372,0.124453963,0.122997331,0.0840,Y,0.0840,1544660935.8920,1674412454.5069,1815063100.6855,1967528401.1431,2132800786.8391,2311956052.9336,2506160361.3800,2716677831.7359,24184113.0368,26215578.5319,28417687.1286,30804772.8474,33392373.7666,36197333.1630,39237909.1487,42533893.5172,210583969.5714,633260171.9862,686454026.4330,744116164.6534,806621922.4843,874378163.9730,947825929.7467,1027443307.8454,1113748545.7045,5514134034.4073
02. Green energy,02a. Green energy production,Wind energy,"""Comparative advantages of China’s wind energy products: a Belt‑and‑Road perspective"", Zhihui Leng et al, 2018; https://www.researchgate.net/publication/340271956_Comparative_advantages_of_China's_wind_energy_products_a_Belt-and-Road_perspective_Belt_and_Road_Initiative_Wind_energy_Comparative_advantage_Constant_market_share_CMS_model_Revealed_comparative_advan",IN,848230,"Bearings, spherical roller",Ball Bearings,"Machinery, mechanical appliances, & parts",16848230,754169224,10508787,1.496726916,2213978830,2157622660,1166597760,1150639061,0.540687,0.519715,0.014170,0.010380,0.026208,0.019973,30574503,22981587,0.380663101,1.037838422,0.094460859,0.099942785,0.0840,Y,0.0840,2399953051.7200,2601549108.0645,2820079233.1419,3056965888.7258,3313751023.3788,3592106109.3426,3893843022.5274,4220925836.4197,29460238.0694,31934898.0672,34617429.5049,37525293.5833,40677418.2443,44094321.3768,47798244.3724,51813296.8997,256526003.9814,1272457654.4589,1379344097.4335,1495209001.6179,1620806557.7538,1756954308.6051,1904538470.5279,2064519702.0523,2237939357.0247,11079967397.5816
02. Green energy,02a. Green energy production,Wind energy,"""Comparative advantages of China’s wind energy products: a Belt‑and‑Road perspective"", Zhihui Leng et al, 2018; https://www.researchgate.net/publication/340271956_Comparative_advantages_of_China's_wind_energy_products_a_Belt-and-Road_perspective_Belt_and_Road_Initiative_Wind_energy_Comparative_advantage_Constant_market_share_CMS_model_Revealed_comparative_advan",IN,848250,"Bearings, cylindrical roller, nes",Ball Bearings,"Machinery, mechanical appliances, & parts",16848250,1214255920,41856175,0.968475575,3299300241,3236912931,1771011155,1734039373,0.547130,0.525578,0.007675,0.009214,0.014027,0.017531,24842617,30399999,0.305817602,0.921244532,0.124118009,0.120043919,0.0840,Y,0.0840,3576441461.2440,3876862543.9885,4202518997.6835,4555530593.4890,4938195163.3420,5353003557.0628,5802655855.8560,6290078947.7479,30201012.5182,32737897.5697,35487880.9656,38468862.9667,41700247.4559,45203068.2422,49000125.9745,53116136.5564,262976322.1612,1918237986.7075,2079369977.5909,2254037055.7086,2443376168.3881,2648619766.5327,2871103826.9215,3112276548.3829,3373707778.4470,16703121144.3807
02. Green energy,02a. Green energy production,Wind energy,"""Comparative advantages of China’s wind energy products: a Belt‑and‑Road perspective"", Zhihui Leng et al, 2018; https://www.researchgate.net/publication/340271956_Comparative_advantages_of_China's_wind_energy_products_a_Belt-and-Road_perspective_Belt_and_Road_Initiative_Wind_energy_Comparative_advantage_Constant_market_share_CMS_model_Revealed_comparative_advan",IN,848210,"Bearings, ball",Ball Bearings,"Machinery, mechanical appliances, & parts",16848210,5593669389,188948066,0.850347055,15067013953,15074566901,5512992788,5366924717,0.365715,0.356204,0.007464,0.007365,0.020409,0.020676,112512045,110966539,0.332822188,0.736356361,0.104609521,0.106744965,0.0840,Y,0.0840,16332643125.0520,17704585147.5564,19191770299.9511,20803879005.1470,22551404841.5794,24445722848.2720,26499163567.5269,28725093307.1991,121094838.3956,131266804.8208,142293216.4258,154245846.6056,167202497.7204,181247507.5289,196472298.1614,212975971.2069,1054437337.6490,5895418161.6775,6390633287.2584,6927446483.3881,7509351987.9927,8140137554.9841,8823909109.6028,9565117474.8094,10368587342.6934,51334549953.4707
02. Green energy,02a. Green energy production,Wind energy,"""Comparative advantages of China’s wind energy products: a Belt‑and‑Road perspective"", Zhihui Leng et al, 2018; https://www.researchgate.net/publication/340271956_Comparative_advantages_of_China's_wind_energy_products_a_Belt-and-Road_perspective_Belt_and_Road_Initiative_Wind_energy_Comparative_advantage_Constant_market_share_CMS_model_Revealed_comparative_advan",IN,848280,"Bearings, ball or roller, nes, including combinations",Ball Bearings,"Machinery, mechanical appliances, & parts",16848280,438957960,16157076,1.234839752,1417965461,1418718958,590934016,538085921,0.416526,0.379477,0.005972,0.007062,0.014338,0.018610,8472871,10013832,0.315951825,0.706086392,0.07781587,0.082135604,0.0840,Y,0.0840,1537074559.7240,1666188822.7408,1806148683.8511,1957865173.2945,2122325847.8513,2300601219.0708,2493851721.4727,2703335266.0764,10017354.0078,10858811.7445,11770951.9310,12759711.8932,13831527.6923,14993376.0184,16252819.6040,17618056.4507,87226443.5896,611758698.3658,663146429.0285,718850729.0669,779234190.3085,844689862.2944,915643810.7271,992557890.8282,1075932753.6578,5326909236.8829
02. Green energy,02a. Green energy production,Wind energy,"""Technology Evolution of China’s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products",IN,841239,"Pneumatic power engines/motors, except linear acting",Other Engines,"Machinery, mechanical appliances, & parts",16841239,290782546,7189465,0.915396993,944753797,925736103,390568125,364126841,0.421900,0.385420,0.002725,0.002061,0.006458,0.005348,2522439,1947193,0.317432571,0.206069419,0.088000063,0.101104601,0.0840,Y,0.0840,1024113115.9480,1110138617.6876,1203390261.5734,1304475043.5456,1414050947.2034,1532831226.7685,1661589049.8170,1801162530.0017,2450626.5907,2656479.2243,2879623.4791,3121511.8514,3383718.8469,3667951.2300,3976059.1333,4310048.1005,21338912.6412,413393444.5585,448118493.9014,485760447.3892,526564324.9698,570795728.2673,618742569.4418,670716945.2749,727057168.6780,3599637184.0209
02. Green energy,02a. Green energy production,Wind energy,"""Comparative advantages of China’s wind energy products: a Belt‑and‑Road perspective"", Zhihui Leng et al, 2018; https://www.researchgate.net/publication/340271956_Comparative_advantages_of_China's_wind_energy_products_a_Belt-and-Road_perspective_Belt_and_Road_Initiative_Wind_energy_Comparative_advantage_Constant_market_share_CMS_model_Revealed_comparative_advan",IN,848220,"Bearings, tapered roller, including assemblies",Ball Bearings,"Machinery, mechanical appliances, & parts",16848220,1967870595,56956620,1.045121252,5301186553,5128971539,2396257308,2308877886,0.467200,0.435540,0.000948,0.001280,0.002029,0.002938,4862630,6783451,0.328404361,0.127938365,0.082725488,0.085622678,0.0840,Y,0.0840,5746486223.4520,6229191066.2220,6752443115.7846,7319648337.5105,7934498797.8614,8600996696.8818,9323480419.4198,10106652774.6511,6400669.3738,6938325.6012,7521144.9517,8152921.1277,8837766.5024,9580138.8886,10384870.5552,11257199.6819,55734041.7074,2593792007.1574,2811670535.7586,3047850860.7623,3303870333.0663,3581395441.0439,3882232658.0916,4208340201.3713,4561840778.2865,22585530272.6219
02. Green energy,02a. Green energy production,Wind energy,LSE Navigator,IN,848360,"Clutches, shaft couplings, universal joints",Transmissions,"Machinery, mechanical appliances, & parts",16848360,1178196874,66760482,1.356324195,3649990553,3507480859,1757115419,1764032835,0.500962,0.483298,0.012765,0.013586,0.025480,0.028111,44771432,49589294,0.390503682,1.358374054,0.099678818,0.111266634,0.0840,Y,0.0840,3956589759.4520,4288943299.2460,4649214536.3826,5039748557.4388,5463087436.2636,5921986780.9098,6419433670.5062,6958666098.8287,52129450.9569,56508324.8373,61255024.1236,66400446.1500,71978083.6266,78024242.6512,84578279.0339,91682854.4728,453918930.0580,1947156803.3277,2110717974.8072,2288018284.6910,2480211820.6051,2688549613.5359,2914387781.0729,3159196354.6831,3424568848.4764,16954932703.0644
02. Green energy,02a. Green energy production,Wind energy,LSE Navigator,IN,848340,"Gearing, ball screws, speed changers, torque converte",Transmissions,"Machinery, mechanical appliances, & parts",16848340,6818795598,201022211,1.334982135,21727730877,21174600979,9726875848,9425081702,0.459365,0.433781,0.013207,0.011091,0.028751,0.025569,279659988,240985554,0.349617073,1.10891901,0.08602546,0.088326332,0.0840,Y,0.0840,23552860270.6680,25531300533.4041,27675929778.2101,30000707879.5797,32520767341.4644,35252511798.1474,38213722789.1918,41423675503.4839,286149394.4546,310185943.5888,336241562.8502,364485854.1297,395102665.8765,428291289.8102,464267758.1542,503266249.8392,2491655380.6600,10518077042.1565,11401595513.6976,12359329536.8482,13397513217.9434,14522904328.2507,15742828291.8238,17065225868.3369,18498704841.2773,91586506084.4803
